filghtId,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left,price
257443,Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,22.17,25,56588
279959,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,9.67,44,45995
243513,Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,11.42,30,49613
293668,Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,8.08,7,60260
228757,Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,9.92,38,39610
236043,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,15,25,57565
216378,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,25.5,10,31528
226251,Vistara,UK-825,Mumbai,Morning,one,Evening,Delhi,10.17,14,51372
227349,Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,14.08,25,29764
257483,Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,26.42,26,37929
220278,Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,14.58,22,51697
270853,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,10.67,14,67497
279298,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,6.17,34,45995
238230,Vistara,UK-940,Mumbai,Evening,one,Morning,Hyderabad,13.92,5,68317
294461,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,10.75,22,44144
227941,Vistara,UK-823,Mumbai,Evening,one,Night,Delhi,6.08,30,51372
292429,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,12.75,34,49553
223268,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,13,23,65832
243712,Air_India,AI-570,Mumbai,Early_Morning,zero,Early_Morning,Chennai,2,33,23484
220018,Air_India,AI-865,Delhi,Morning,one,Night,Hyderabad,10.92,18,39321
293662,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,9.5,7,49856
227383,Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,20.33,25,41269
278892,Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,1.42,28,17794
268578,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,12.42,22,60978
273225,Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,12.67,16,55502
235290,Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,7,16,62045
276710,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,7.75,39,54115
279289,Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,14.25,33,66267
288923,Air_India,AI-539,Chennai,Evening,zero,Evening,Delhi,2.83,25,27792
262698,Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,11.17,26,84756
282945,Vistara,UK-890,Hyderabad,Evening,one,Evening,Bangalore,25.17,48,63277
275708,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,15.08,20,51875
232062,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,14.92,25,66928
248180,Vistara,UK-820,Bangalore,Evening,zero,Night,Delhi,2.67,44,32923
220573,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,14.08,27,53937
241496,Air_India,AI-671,Mumbai,Morning,zero,Morning,Chennai,1.92,2,36983
296573,Air_India,AI-430,Chennai,Morning,one,Evening,Kolkata,9.25,16,55377
268255,Air_India,AI-763,Kolkata,Early_Morning,one,Late_Night,Bangalore,17.17,17,60978
248217,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,13.08,44,50361
254574,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,16.17,28,60508
208483,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,15.25,18,53164
280611,Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,23.83,8,64139
261280,Air_India,AI-505,Bangalore,Morning,one,Afternoon,Chennai,26.25,49,60396
232015,Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,9.92,25,54608
210645,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,3.75,38,22152
282328,Air_India,AI-698,Hyderabad,Night,one,Evening,Bangalore,20.25,38,38043
226500,Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,2.08,17,30092
263438,Air_India,AI-713,Kolkata,Morning,one,Evening,Delhi,8.25,40,45012
250349,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,12.08,21,62524
282937,Air_India,AI-543,Hyderabad,Morning,one,Night,Bangalore,14.17,48,56590
280095,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,15.5,46,45883
221571,Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,2.33,45,24056
207646,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,2.17,11,34472
222008,Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,8.25,4,67848
257658,Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,11.42,29,37985
224926,Air_India,AI-805,Delhi,Evening,one,Morning,Chennai,14.92,49,45257
219965,Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,14.58,17,39321
281681,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,13.17,27,38099
207888,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,7,13,41281
277178,Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,5.58,48,51875
252051,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,9.75,40,69244
250451,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,15.92,22,68841
243801,Air_India,AI-442,Mumbai,Afternoon,one,Night,Chennai,8,34,49613
283081,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,22.33,4,48851
269107,Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,27.33,31,52287
238501,Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,5.33,9,53645
253947,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Kolkata,16.92,19,51817
288948,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,7.08,25,57920
292918,Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,14.75,41,61873
259108,Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,23.33,5,44280
210437,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,2.17,36,34472
233050,Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,6.92,36,74880
98064,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,14.08,24,6798
265945,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,6.67,29,80511
209549,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,2.25,28,36712
235825,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,11.67,22,72125
248035,Air_India,AI-516,Bangalore,Early_Morning,one,Evening,Delhi,10.92,42,35554
258119,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,25,36,37985
257641,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Hyderabad,17.42,28,56476
236393,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,10.58,29,64285
207662,Air_India,AI-499,Delhi,Afternoon,one,Afternoon,Mumbai,26.83,11,38022
261783,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,6.5,10,74015
282705,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,4.83,45,38099
280575,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,11.25,8,41974
247951,Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,9.08,41,39847
249532,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,13.17,12,54684
278370,Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,1.58,20,17794
294478,Vistara,UK-824,Chennai,Night,one,Night,Bangalore,26.33,22,44144
277634,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,13.5,8,58315
214139,Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,19,28,52522
271328,Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,22.83,24,52063
257967,Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,17.17,33,56476
298626,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,15.25,17,40593
245718,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,12.67,13,50361
238547,Air_India,AI-685,Mumbai,Early_Morning,one,Afternoon,Hyderabad,9.67,10,31756
227280,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,2.17,24,42412
243361,Air_India,AI-687,Mumbai,Afternoon,one,Night,Chennai,7.58,28,49613
221553,Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,19,44,51697
218865,Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,17.25,46,47545
213226,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,5.08,17,57017
242739,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,10.83,19,61933
281363,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,13.58,21,56590
207384,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,11.58,8,53164
219339,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,2.25,6,24056
250307,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,10.08,21,48289
251483,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,13.17,34,54684
295716,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,6.75,46,44144
252602,Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,1.75,47,20760
240570,Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,13.58,37,45693
234812,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,10.58,10,74365
281626,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,19.92,26,38099
251689,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,8,36,67004
297562,Vistara,UK-838,Chennai,Night,one,Night,Kolkata,25.67,38,55377
218194,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,16.67,36,53209
258647,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,10,44,56588
250260,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,12.08,20,62524
249935,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,15,16,74844
219734,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,2.17,13,23944
240169,Vistara,UK-873,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,1.5,32,17604
236357,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,12.17,29,49725
288450,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,14.92,16,60160
208972,Air_India,AI-491,Delhi,Morning,one,Afternoon,Mumbai,3.92,23,29622
290810,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,15.5,9,69825
225828,Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,23.83,10,50957
260324,Air_India,AI-505,Bangalore,Morning,one,Evening,Chennai,8.58,31,60396
297260,Air_India,AI-430,Chennai,Morning,one,Morning,Kolkata,23.08,31,55377
261122,Air_India,AI-501,Bangalore,Afternoon,one,Afternoon,Chennai,23.33,46,60396
259345,Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,11.17,12,44280
259788,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Chennai,8.33,21,60396
215114,Air_India,AI-560,Delhi,Morning,one,Afternoon,Bangalore,6.17,40,35490
210135,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,2.17,33,42424
218724,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,14.83,44,43376
258842,Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,14.58,47,56588
263721,Vistara,UK-776,Kolkata,Evening,one,Late_Night,Delhi,7.33,45,53743
239751,Air_India,AI-867,Mumbai,Night,one,Night,Hyderabad,23.08,26,45693
207952,Air_India,AI-423,Delhi,Early_Morning,one,Night,Mumbai,15.25,13,59033
241023,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Hyderabad,13.33,43,50868
249250,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,9.5,9,54684
259786,Air_India,AI-640,Bangalore,Early_Morning,two_or_more,Evening,Chennai,9.5,21,52064
285244,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,28,47,48851
207909,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,2.33,13,44664
284261,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,17.67,28,51707
222678,Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,15.58,14,60232
290557,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,11.25,5,85617
223015,Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,16.83,19,60232
261079,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,5.17,46,44280
227489,Air_India,AI-615,Mumbai,Early_Morning,one,Afternoon,Delhi,8.08,26,41101
298451,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,26.75,12,51457
286666,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Chennai,27.08,30,51707
284102,Air_India,AI-543,Hyderabad,Morning,one,Night,Kolkata,11,25,51707
277848,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,15.17,11,66155
213526,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,22.5,21,42457
217534,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,11.08,26,67769
279041,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,12.25,30,45883
224527,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,5.58,43,45672
245574,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,12,11,57081
270676,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,12.75,11,52175
259259,Vistara,UK-866,Bangalore,Night,one,Night,Chennai,25.42,9,44280
282314,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,12.42,38,38099
283187,Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,25.5,6,51707
252043,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,7.92,40,67004
285070,Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,23,43,60074
243111,Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,11.5,24,64173
223574,Vistara,UK-981,Delhi,Night,one,Morning,Chennai,14.17,28,57992
264828,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,14.25,14,50271
282647,Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,20.42,43,63277
292816,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,2.08,40,23838
230517,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,8.25,8,54608
224817,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Chennai,5.83,47,57992
156110,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,12,31,5433
282619,Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,5.67,43,56702
261601,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,16.08,7,66063
291660,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,19.42,22,61985
210403,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,12.83,35,59033
226539,Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,9.42,17,44610
238009,Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,21.25,1,70557
287820,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,7.5,6,45600
293202,Air_India,AI-509,Chennai,Early_Morning,one,Night,Mumbai,14.42,46,34681
273451,Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,5.5,21,55502
296285,Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,12.42,10,55377
235392,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,15.08,17,64285
248596,Air_India,AI-610,Bangalore,Evening,one,Night,Delhi,25.33,49,42521
209962,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,2.17,32,22152
236313,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,10.58,28,64285
244988,Vistara,UK-850,Bangalore,Evening,one,Afternoon,Delhi,18.58,4,50473
253153,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,13,7,60508
279123,Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,15,31,52715
283734,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,15.83,18,51707
215723,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,6.42,48,54777
265082,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,11.33,17,81598
237727,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,16,46,57565
216890,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,16.67,17,53209
278001,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,15.08,14,45883
217143,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,2.25,21,27976
208479,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,7.58,18,53164
230326,Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,1.75,6,20684
244897,Vistara,UK-852,Bangalore,Morning,one,Afternoon,Delhi,5,2,69289
224671,Vistara,UK-953,Delhi,Night,one,Evening,Chennai,23.25,45,45672
229072,Air_India,AI-649,Mumbai,Early_Morning,one,Late_Night,Delhi,17.08,41,35520
219738,Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,11.17,13,39377
209308,Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,6.33,26,29777
228889,Air_India,AI-657,Mumbai,Early_Morning,one,Evening,Delhi,11.58,39,42765
284715,Air_India,AI-616,Hyderabad,Morning,one,Afternoon,Kolkata,27.75,37,48795
292817,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,26.58,40,31622
299233,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,12.17,30,51457
247730,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,10.92,38,50361
213641,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,12,22,54777
289127,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,8.33,28,57920
292188,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,15.5,30,61873
293641,Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,8.42,7,44144
265577,Vistara,UK-706,Kolkata,Morning,one,Morning,Mumbai,25.25,24,69065
228244,Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,2.17,33,44652
291950,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,2.08,27,23838
219244,Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,26.58,4,39321
294850,Vistara,UK-834,Chennai,Evening,one,Night,Bangalore,6.17,29,60260
220358,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,2.08,24,23944
236363,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,15.33,29,49725
221460,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,13.58,43,39321
259145,Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,17.42,6,44280
232746,Air_India,AI-888,Mumbai,Evening,one,Evening,Bangalore,21.25,33,54608
228125,Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,12.08,32,41269
284730,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,17.67,37,51707
223399,Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,8.83,25,76684
283378,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,6.17,10,63579
291440,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,15.42,19,49553
248134,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,10.92,43,50361
246937,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,7.42,28,54841
298335,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,6.58,9,51345
263011,Air_India,AI-573,Kolkata,Evening,one,Night,Delhi,26.08,32,57939
274416,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,25.42,42,55502
284765,Vistara,UK-874,Hyderabad,Morning,one,Morning,Kolkata,25.17,38,48851
209033,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,13.08,23,51384
248184,Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,2.58,44,32923
277580,Vistara,UK-890,Hyderabad,Evening,one,Morning,Mumbai,16.08,7,60555
209077,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,2.33,24,28872
266682,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,9.58,40,50271
293213,Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,24.25,46,49553
233273,Air_India,AI-809,Mumbai,Morning,one,Late_Night,Bangalore,14.17,39,54608
249328,Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,1.92,10,20760
261504,Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,2.25,6,28510
234361,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,12.08,5,49725
295691,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,11.92,45,60260
295553,Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,16.17,42,60260
213715,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,8.08,23,54777
256279,Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,17.75,7,56588
221509,Air_India,AI-489,Delhi,Evening,one,Afternoon,Hyderabad,19.58,44,32770
250921,Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,1.83,28,20760
286242,Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,9.92,22,51707
289128,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,9.92,28,57920
277119,Air_India,AI-780,Hyderabad,Afternoon,one,Night,Delhi,9.67,47,47586
239803,Air_India,AI-639,Mumbai,Morning,one,Morning,Hyderabad,23.33,27,32230
220599,Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,14.58,28,39321
220964,Air_India,AI-423,Delhi,Early_Morning,one,Night,Hyderabad,16.42,34,47408
209605,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,12.67,28,53164
274712,Air_India,AI-526,Kolkata,Evening,one,Night,Chennai,27.58,49,35038
273832,Vistara,UK-706,Kolkata,Morning,one,Morning,Chennai,23.67,29,55983
246406,Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Delhi,2.58,22,32923
299447,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,13.67,34,51345
252301,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,7,43,61404
266794,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,5.42,41,70543
273204,Air_India,AI-402,Kolkata,Morning,one,Evening,Chennai,8.58,15,55983
262396,Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,15.92,21,53743
244298,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Chennai,10.33,41,49613
